student_id,age,gender,course,semester,study_hours,sleep_hours,internet_usage_hours,extracurricular_activity,stress_level,physical_activity_hours,attendance_percentage,assignment_score,internal_exam_score,previous_semester_marks,previous_cgpa,final_score,performance_category,pass_fail
STU1777,17.0,Male,Business,8,1.57,6.31,4.5,Yes,Medium,3.02,77.52,73.91,69.29,51.01,6.48,39.13,Low,Fail
STU1778,24.0,Male,Mechanical,6,5.88,6.28,4.8,No,Low,4.37,96.4,73.1,62.4,55.58,8.21,68.01,Good,Pass
STU1779,24.0,Male,Electronics,2,0.05,5.49,8.98,Yes,High,5.42,74.28,70.64,27.23,59.74,8.54,25.83,Low,Fail
STU1780,19.0,Female,Mechanical,8,5.12,6.48,3.45,Yes,Medium,4.09,87.42,54.63,47.78,57.69,5.36,38.13,Low,Fail
STU1781,17.0,Male,Computer Science,6,9.74,6.42,3.36,No,Low,2.88,88.13,95.26,78.85,55.13,8.45,59.11,Average,Pass
STU1782,19.0,Male,Business,1,2.63,6.79,4.23,No,Low,5.07,74.6,60.7,96.27,96.48,9.47,80.83,Excellent,Pass
STU1783,24.0,Female,Mechanical,8,2.91,6.6,6.14,No,High,0.0,93.8,55.68,80.64,49.55,7.48,40.07,Low,Fail
STU1784,20.0,Male,Electronics,6,6.91,7.46,0.99,No,High,,43.1,69.45,72.53,67.2,7.86,17.32,Low,Fail
STU1785,18.0,Female,Mechanical,3,1.14,7.61,0.07,Yes,Medium,4.02,63.33,60.46,67.7,73.89,8.34,40.69,Low,Fail
STU1786,17.0,Male,Mechanical,8,,5.24,2.83,No,Medium,3.02,67.01,71.38,91.56,74.45,6.9,49.21,Low,Fail
STU1787,23.0,Female,Computer Science,8,6.49,7.54,0.73,No,Medium,3.91,68.16,80.25,98.08,64.12,7.4,49.57,Low,Fail
STU1788,24.0,Male,Mechanical,7,3.41,,3.15,Yes,Medium,3.1,82.04,83.94,59.78,61.39,5.75,55.29,Average,Pass
STU1789,24.0,Female,Computer Science,5,4.41,7.21,5.0,No,High,3.86,81.48,81.78,40.0,71.77,7.35,47.4,Low,Fail
STU1790,23.0,Male,Civil,7,6.86,7.24,2.22,No,Low,1.78,82.73,68.33,38.63,69.0,7.75,50.55,Average,Pass
STU1791,22.0,Male,Civil,8,6.05,4.21,1.15,No,Medium,3.86,85.15,72.6,86.51,61.12,7.77,49.9,Low,Fail
STU1792,24.0,Male,Civil,5,5.67,6.61,,No,Medium,4.49,66.6,76.89,67.34,41.57,8.37,47.88,Low,Fail
STU1793,21.0,Male,Mechanical,6,,5.94,5.73,No,Medium,4.83,63.38,50.91,70.57,57.98,6.35,37.8,Low,Fail
STU1794,20.0,Male,Mechanical,2,5.93,5.59,0.61,Yes,Medium,6.02,82.76,78.85,42.93,47.8,6.61,42.27,Low,Fail
STU1795,17.0,Male,Computer Science,2,4.69,8.12,5.64,Yes,Medium,3.37,70.44,54.51,57.46,54.99,9.29,19.88,Low,Fail
STU1796,23.0,Female,Civil,8,6.14,5.72,5.63,No,Low,3.41,59.15,96.48,63.86,65.5,7.03,55.73,Average,Pass
STU1797,21.0,Male,Computer Science,3,3.76,,5.91,Yes,Medium,0.72,89.66,67.15,70.91,70.38,7.42,60.81,Average,Pass
STU1798,23.0,Male,Electronics,1,4.54,6.59,,Yes,Low,2.2,94.74,69.78,62.42,91.71,7.13,45.5,Low,Fail
STU1799,17.0,Female,Computer Science,6,2.53,7.32,8.4,Yes,Low,2.71,96.69,62.76,53.48,56.94,6.3,50.91,Average,Pass
STU1800,19.0,Female,Computer Science,5,4.91,6.33,3.29,No,Low,4.58,80.24,64.44,57.02,76.62,8.99,51.17,Average,Pass
STU1801,17.0,Male,Mechanical,8,2.97,7.9,4.22,Yes,High,2.08,85.51,99.29,84.92,69.59,6.62,52.83,Average,Pass
STU1802,22.0,Male,Computer Science,6,2.21,7.14,3.17,No,Medium,4.19,94.44,83.28,71.43,84.44,5.96,51.73,Average,Pass
STU1803,17.0,Male,Civil,8,5.65,3.89,4.0,No,Medium,3.0,70.3,53.41,76.57,73.64,6.7,42.05,Low,Fail
STU1804,17.0,Female,Electronics,3,5.53,5.86,7.07,Yes,Medium,2.73,91.33,90.05,55.42,49.87,5.0,62.75,Average,Pass
STU1805,150.0,Female,Computer Science,4,6.96,5.83,1.31,No,Medium,3.37,81.3,86.32,26.65,39.15,6.48,28.93,Low,Fail
STU1806,20.0,Male,Mechanical,4,3.92,7.08,2.28,No,Medium,2.41,88.96,68.63,60.68,69.67,6.14,57.23,Average,Pass
STU1807,24.0,Female,Computer Science,3,6.02,3.35,6.75,No,Medium,2.36,80.23,75.68,55.87,57.07,7.88,34.95,Low,Fail
STU1808,17.0,Female,Computer Science,5,6.38,9.56,6.04,No,Medium,0.44,93.56,71.82,72.89,50.3,6.46,54.94,Average,Pass
STU1809,22.0,Female,Civil,7,6.11,7.14,3.27,Yes,Medium,2.63,80.68,95.67,100.0,45.99,8.18,57.49,Average,Pass
STU1810,21.0,Female,Computer Science,3,2.94,6.68,5.71,No,Medium,2.28,60.19,62.44,77.73,67.41,8.74,40.34,Low,Fail
STU1811,19.0,Male,Civil,8,5.37,7.92,4.68,Yes,High,2.23,,73.75,100.0,87.62,8.06,68.14,Good,Pass
STU1812,19.0,Male,Computer Science,5,5.91,9.31,7.0,No,High,,66.63,66.86,75.96,58.87,6.96,38.22,Low,Fail
STU1813,17.0,Male,Computer Science,2,5.02,7.54,,No,Low,3.99,93.04,54.8,59.18,73.85,7.36,30.28,Low,Fail
STU1814,20.0,Male,Civil,3,0.0,7.64,6.05,No,Low,3.35,76.92,98.3,72.87,63.47,5.52,35.99,Low,Fail
STU1815,20.0,Female,Electronics,5,5.4,6.66,9.28,Yes,Medium,4.49,92.11,57.82,92.93,45.66,7.05,50.56,Average,Pass
STU1816,21.0,Female,Computer Science,3,10.53,6.33,5.2,Yes,Medium,3.86,91.62,74.64,93.61,76.02,6.25,54.16,Average,Pass
STU1817,17.0,Male,Electronics,3,4.1,5.93,4.1,Yes,Low,2.56,83.16,51.11,59.95,48.58,7.96,35.75,Low,Fail
STU1818,19.0,Male,Computer Science,7,3.18,5.51,5.44,No,High,2.31,84.1,67.21,71.54,65.32,10.0,38.28,Low,Fail
STU1819,20.0,Male,Civil,7,5.93,5.68,3.27,Yes,Low,3.47,83.07,77.06,47.99,59.88,7.75,46.44,Low,Fail
STU1820,17.0,Female,Electronics,8,5.78,4.88,8.78,No,High,3.86,53.83,62.1,79.55,78.4,5.01,26.34,Low,Fail
STU1821,23.0,Male,Civil,5,7.98,6.41,4.36,Yes,Medium,5.1,79.42,79.04,89.75,49.13,6.8,55.92,Average,Pass
STU1822,20.0,Male,Business,5,1.86,4.48,3.45,No,High,4.79,64.61,68.77,68.56,70.86,7.33,39.53,Low,Fail
STU1823,22.0,Male,Electronics,1,6.83,6.73,2.33,Yes,Low,2.19,80.05,85.92,58.66,52.4,7.3,46.36,Low,Fail
STU1824,23.0,Male,Business,3,6.48,6.46,6.19,No,Low,2.85,64.28,88.34,73.04,57.33,6.4,44.19,Low,Fail
STU1825,24.0,Other,Electronics,4,4.64,6.68,5.73,No,Medium,4.01,63.78,64.96,73.84,25.0,7.47,11.99,Low,Fail
STU1826,20.0,Female,Business,3,5.85,5.87,3.01,No,Low,4.6,97.26,72.92,69.14,96.38,5.83,51.72,Average,Pass
STU1827,19.0,Male,Computer Science,3,7.57,10.0,5.15,No,Medium,4.41,90.83,74.2,70.5,73.26,6.16,61.16,Average,Pass
STU1828,18.0,Female,Mechanical,5,7.18,8.13,0.98,Yes,Medium,2.9,77.95,79.43,65.57,53.49,7.91,59.63,Average,Pass
STU1829,23.0,Female,Electronics,3,2.14,5.01,4.37,No,Low,1.12,80.22,72.17,81.94,48.13,6.08,51.39,Average,Pass
STU1830,24.0,Female,Electronics,6,,6.78,4.91,Yes,,1.5,75.03,74.28,78.31,57.57,7.79,48.66,Low,Fail
STU1831,21.0,Male,Mechanical,3,4.84,5.77,7.41,Yes,High,3.41,84.84,69.08,54.24,75.75,5.69,32.07,Low,Fail
STU1832,21.0,Male,Civil,6,5.18,5.28,2.46,No,Low,3.51,69.89,73.38,53.85,36.62,9.14,34.26,Low,Fail
STU1833,19.0,Male,Computer Science,7,5.18,4.89,1.44,No,Low,1.35,89.92,87.58,64.44,62.88,6.35,67.08,Good,Pass
STU1834,20.0,Female,Computer Science,4,4.62,7.02,2.21,No,Medium,3.07,74.96,79.75,78.32,91.56,6.95,63.02,Average,Pass
STU1835,17.0,Male,Civil,8,7.98,5.68,1.33,Yes,High,3.95,72.96,80.42,70.07,47.99,7.56,42.53,Low,Fail
STU1836,20.0,Male,Mechanical,5,4.79,7.66,6.67,Yes,Medium,1.27,78.26,80.68,59.0,66.21,6.58,61.51,Average,Pass
STU1837,19.0,Male,Business,3,2.2,7.69,7.1,Yes,,4.66,70.91,70.15,71.66,98.05,7.36,57.52,Average,Pass
STU1838,21.0,Female,Civil,6,4.02,8.15,4.64,Yes,Medium,2.43,81.94,75.83,63.37,74.48,7.83,53.15,Average,Pass
STU1839,20.0,Male,Business,6,5.45,5.48,6.44,Yes,High,4.89,71.55,58.98,80.33,66.89,8.26,56.04,Average,Pass
STU1840,21.0,Female,Civil,7,8.07,7.07,4.27,Yes,High,2.2,83.62,87.23,72.66,72.6,8.07,56.95,Average,Pass
STU1841,23.0,Female,Computer Science,6,6.51,7.26,3.81,Yes,Medium,1.46,92.59,38.6,63.59,58.99,7.01,31.8,Low,Fail
STU1842,24.0,Male,Computer Science,8,,5.93,3.33,No,Medium,2.31,69.37,70.95,71.24,84.49,7.04,42.26,Low,Fail
STU1843,17.0,Female,Civil,2,,5.57,3.38,Yes,Medium,2.86,76.43,85.69,86.41,59.01,9.78,56.49,Average,Pass
STU1844,23.0,Male,Mechanical,1,5.66,8.43,0.9,No,Low,2.42,83.54,55.63,60.03,35.61,8.24,39.14,Low,Fail
STU1845,21.0,Female,Computer Science,8,8.19,6.77,4.53,Yes,Medium,2.68,72.77,76.8,73.64,59.13,6.19,42.82,Low,Fail
STU1846,21.0,Male,Electronics,4,4.62,7.26,3.92,No,Medium,3.5,83.57,63.83,67.01,50.5,7.31,40.59,Low,Fail
STU1847,18.0,Female,Business,8,6.33,5.51,5.49,No,High,2.74,84.66,67.57,73.98,60.78,6.83,32.68,Low,Fail
STU1848,18.0,Female,Mechanical,7,7.1,5.04,4.19,Yes,Medium,2.9,91.0,83.35,58.84,61.11,7.05,36.63,Low,Fail
STU1849,23.0,Female,Electronics,7,8.05,5.82,3.67,No,Low,0.44,70.73,,69.54,82.96,5.85,65.42,Good,Pass
STU1850,22.0,Female,Electronics,8,7.64,6.35,2.26,Yes,Medium,3.59,66.69,47.59,83.51,75.43,6.75,51.79,Average,Pass
STU1851,23.0,Male,Computer Science,3,7.18,5.22,4.14,No,Medium,2.87,74.31,60.28,54.88,68.95,9.19,50.21,Average,Pass
STU1852,18.0,Female,Electronics,2,4.21,6.49,5.48,Yes,High,5.42,66.39,83.7,49.39,64.96,,29.59,Low,Fail
STU1853,21.0,Female,Electronics,3,3.57,4.47,1.71,No,Low,1.59,84.77,77.39,49.92,49.12,4.46,32.51,Low,Fail
STU1854,19.0,Female,Computer Science,3,5.83,5.16,4.17,Yes,Medium,0.29,64.06,92.98,51.61,32.28,8.54,37.28,Low,Fail
STU1855,23.0,Male,Civil,8,7.33,7.31,4.47,Yes,Medium,3.93,100.0,92.19,76.33,66.7,8.4,86.47,Excellent,Pass
STU1856,21.0,Female,Electronics,5,,7.22,2.56,No,Medium,3.52,93.55,67.89,48.32,76.92,6.8,51.93,Average,Pass
STU1857,19.0,Female,Civil,5,7.66,6.03,2.82,Yes,High,1.49,78.15,100.0,63.83,63.37,7.99,57.7,Average,Pass
STU1858,19.0,Female,Business,5,8.63,5.28,4.46,No,Medium,0.71,88.41,72.29,76.66,56.98,6.25,49.41,Low,Fail
STU1859,18.0,Male,Computer Science,2,2.71,5.27,1.73,No,High,5.31,58.36,60.45,73.83,71.97,,12.31,Low,Fail
STU1860,23.0,Female,Mechanical,3,2.91,6.05,4.7,No,Medium,5.12,100.0,64.4,62.6,63.75,8.85,57.88,Average,Pass
STU1861,20.0,Male,Electronics,1,4.65,7.27,2.21,Yes,High,0.0,70.92,44.92,70.67,90.29,6.9,52.56,Average,Pass
STU1862,17.0,Female,Business,4,5.77,7.61,6.13,No,Medium,2.31,76.55,91.28,69.5,83.49,5.14,66.84,Good,Pass
STU1863,18.0,Male,Computer Science,5,3.69,5.9,8.68,No,High,5.5,55.73,91.14,64.86,79.39,7.13,36.76,Low,Fail
STU1864,18.0,Female,Mechanical,5,8.38,5.12,2.28,Yes,Medium,2.29,,59.81,65.05,76.37,7.11,64.63,Average,Pass
STU1865,20.0,Other,Mechanical,7,6.06,6.82,5.07,Yes,Medium,2.26,64.72,69.27,99.3,45.65,8.52,51.82,Average,Pass
STU1866,17.0,Male,Computer Science,3,5.1,5.51,2.55,Yes,Low,2.58,79.22,73.15,79.33,74.94,7.22,79.68,Good,Pass
STU1867,21.0,Other,Computer Science,3,1.41,5.88,6.08,No,Medium,1.32,71.47,60.48,100.0,70.64,6.74,52.23,Average,Pass
STU1868,22.0,Male,Mechanical,2,1.71,8.09,1.47,Yes,Medium,0.44,65.07,50.94,61.04,74.1,8.35,38.43,Low,Fail
STU1869,23.0,Female,Civil,2,5.7,7.49,4.96,No,Medium,4.58,68.35,69.48,66.81,72.39,7.33,33.12,Low,Fail
STU1870,22.0,Female,Electronics,5,0.0,6.69,,Yes,High,0.24,80.71,68.15,49.35,71.79,6.37,34.68,Low,Fail
STU1871,21.0,Female,Mechanical,3,7.53,4.97,3.59,Yes,Low,3.37,62.62,67.34,56.67,100.0,8.47,70.56,Good,Pass
STU1872,24.0,Female,Electronics,1,4.6,6.75,1.94,No,High,4.33,69.01,74.67,94.63,63.86,7.41,46.7,Low,Fail
STU1873,18.0,Female,Civil,4,12.0,7.78,5.64,No,High,0.82,85.96,89.15,60.69,79.05,7.2,76.07,Good,Pass
STU1874,17.0,Male,Computer Science,8,10.77,6.05,2.33,No,Low,1.61,100.0,68.36,94.87,57.94,7.4,69.64,Good,Pass
STU1875,18.0,Male,Business,3,4.55,8.12,5.1,No,Medium,4.82,83.73,74.05,50.59,76.86,6.02,70.21,Good,Pass
STU1876,19.0,Female,Computer Science,7,4.73,8.05,3.31,No,Medium,3.8,66.99,80.72,53.25,79.09,6.62,30.28,Low,Fail
STU1877,18.0,Female,Electronics,8,7.49,8.5,3.77,Yes,Low,2.07,73.59,78.65,63.22,70.47,7.2,66.06,Good,Pass
STU1878,18.0,Female,Computer Science,3,9.26,6.87,4.3,Yes,Medium,,78.38,64.63,67.11,90.04,6.99,58.65,Average,Pass
STU1879,21.0,Female,Computer Science,6,0.9,7.2,2.48,No,High,4.81,73.81,73.16,80.92,51.74,8.6,8.86,Low,Fail
STU1880,21.0,Male,Mechanical,2,0.53,8.2,,No,Low,3.4,88.84,78.57,74.31,57.69,7.44,46.9,Low,Fail
STU1881,21.0,Female,Computer Science,7,,7.04,7.06,No,Medium,,80.61,58.46,62.17,68.19,8.14,26.98,Low,Fail
STU1882,22.0,Male,Civil,4,6.46,5.9,2.44,Yes,,,88.89,87.16,66.13,78.21,,65.47,Good,Pass
STU1883,19.0,Female,Computer Science,5,6.24,,6.34,Yes,High,3.43,74.23,89.18,63.53,67.69,8.36,48.81,Low,Fail
STU1884,24.0,Male,Electronics,7,,6.79,7.0,Yes,Low,2.72,93.91,63.33,55.19,84.29,7.64,81.58,Excellent,Pass
STU1885,24.0,Male,Electronics,3,2.0,4.95,2.37,No,Medium,4.41,76.0,74.32,55.57,55.07,7.21,18.82,Low,Fail
STU1886,21.0,Male,Computer Science,5,0.0,6.33,1.09,No,Medium,0.71,66.35,79.71,82.39,47.89,7.19,39.24,Low,Fail
STU1887,17.0,Male,Computer Science,3,7.15,,4.6,No,Medium,0.76,100.0,65.45,42.41,69.62,6.15,53.49,Average,Pass
STU1888,22.0,Female,Electronics,5,2.93,3.87,2.91,Yes,High,3.27,56.1,77.78,90.64,63.84,7.76,45.86,Low,Fail
STU1889,20.0,Male,Electronics,4,0.0,8.34,7.74,No,High,2.26,69.14,73.96,63.2,73.14,7.16,25.76,Low,Fail
STU1890,17.0,Male,Electronics,2,5.36,7.85,4.07,No,Low,2.06,70.48,54.38,57.18,64.59,6.65,28.53,Low,Fail
STU1891,23.0,Male,Mechanical,4,6.98,5.95,2.4,Yes,Medium,0.35,100.0,,78.36,59.9,8.42,51.82,Average,Pass
STU1892,23.0,Male,Mechanical,6,4.69,7.15,1.71,No,,3.03,99.68,58.8,88.79,63.88,5.82,40.13,Low,Fail
STU1893,17.0,Male,Computer Science,1,3.86,6.5,6.18,Yes,Medium,2.92,95.93,83.27,83.65,65.43,,65.67,Good,Pass
STU1894,21.0,Male,Electronics,2,4.6,,2.86,Yes,Medium,3.98,74.03,63.95,75.03,60.43,8.33,60.1,Average,Pass
STU1895,20.0,Female,Business,4,4.07,7.68,4.09,No,Medium,3.1,100.0,70.06,83.22,61.95,7.55,48.83,Low,Fail
STU1896,20.0,Female,Mechanical,6,1.63,4.82,5.91,No,Medium,2.8,82.42,88.47,43.97,58.95,7.15,45.03,Low,Fail
STU1897,22.0,Female,Mechanical,1,3.21,7.2,3.03,Yes,High,4.77,89.73,,60.69,77.85,7.48,35.79,Low,Fail
STU1898,20.0,Male,Electronics,6,6.3,6.25,3.91,No,Low,1.03,80.16,59.05,55.24,67.91,7.4,51.66,Average,Pass
STU1899,23.0,Male,Civil,3,5.8,6.6,3.97,Yes,High,3.8,77.41,59.82,85.14,98.85,5.53,64.64,Average,Pass
STU1900,19.0,Female,Civil,8,5.42,5.63,5.37,No,Medium,0.49,74.98,64.81,62.63,67.41,6.82,28.52,Low,Fail
STU1901,21.0,Male,Mechanical,3,2.51,8.6,5.18,No,Medium,1.74,75.48,76.74,79.84,56.74,8.98,40.15,Low,Fail
STU1902,99.0,Male,Business,5,4.55,7.75,3.56,No,,1.18,85.3,76.3,75.5,100.0,6.47,66.77,Good,Pass
STU1903,22.0,Male,Computer Science,2,0.0,5.61,,No,Medium,4.17,82.41,61.88,55.93,71.2,6.85,8.08,Low,Fail
STU1904,23.0,Male,Computer Science,3,5.45,4.9,3.26,Yes,Medium,2.9,77.62,57.99,59.78,79.85,6.6,64.37,Average,Pass
STU1905,19.0,Male,Civil,7,8.57,6.04,1.04,Yes,Medium,2.98,96.11,75.38,86.11,73.88,7.1,75.15,Good,Pass
STU1906,18.0,Male,Civil,6,1.31,7.02,4.52,No,Medium,1.34,42.4,69.82,57.14,74.35,6.56,34.37,Low,Fail
STU1907,18.0,Female,Computer Science,2,3.54,6.79,7.78,Yes,High,2.55,84.12,97.89,69.75,73.03,7.74,49.87,Low,Fail
STU1908,19.0,Female,Computer Science,8,5.82,8.0,2.23,No,High,1.85,86.61,72.44,57.04,48.47,7.42,16.24,Low,Fail
STU1909,23.0,Female,Computer Science,7,8.13,7.45,2.45,Yes,Low,3.58,91.76,93.77,63.6,70.51,8.05,80.55,Excellent,Pass
STU1910,22.0,Female,Computer Science,3,3.88,7.66,2.26,Yes,Low,1.51,77.22,57.96,67.35,45.13,6.04,38.22,Low,Fail
STU1911,19.0,Female,Civil,5,3.27,6.89,5.45,Yes,Medium,4.99,,53.12,57.04,62.38,6.83,38.91,Low,Fail
STU1912,21.0,Female,Mechanical,4,0.08,4.83,4.9,No,Low,0.49,,58.56,54.55,54.12,6.95,46.73,Low,Fail
STU1913,21.0,Female,Electronics,5,5.26,6.27,3.68,Yes,Medium,1.79,95.89,86.27,72.01,70.36,7.7,72.71,Good,Pass
STU1914,18.0,Male,Electronics,7,10.11,7.77,2.16,No,Low,5.52,74.39,93.07,56.17,70.01,6.33,83.38,Excellent,Pass
STU1915,20.0,Male,Computer Science,1,5.69,6.44,4.18,Yes,Medium,2.35,81.2,62.61,56.65,72.22,8.21,52.95,Average,Pass
STU1916,22.0,Male,Computer Science,3,4.94,7.1,0.87,Yes,Low,1.03,98.14,66.47,54.85,69.31,8.51,56.09,Average,Pass
STU1917,18.0,Female,Mechanical,7,5.81,6.12,4.29,No,Medium,3.33,52.51,57.97,66.91,55.9,6.11,25.5,Low,Fail
STU1918,20.0,Female,Business,1,4.97,5.26,5.74,No,Medium,2.29,69.72,50.26,81.21,61.08,6.66,40.08,Low,Fail
STU1919,20.0,Male,Civil,1,2.97,6.35,1.5,No,Medium,,95.59,80.62,89.09,78.81,6.61,72.77,Good,Pass
STU1920,24.0,Female,Computer Science,6,7.06,6.87,0.93,No,High,1.36,91.11,74.68,57.84,81.02,10.0,41.28,Low,Fail
STU1921,21.0,Male,Business,2,5.56,5.71,7.16,Yes,High,7.15,84.27,72.13,98.1,47.8,6.73,42.0,Low,Fail
STU1922,23.0,Female,Civil,6,5.04,6.22,2.78,Yes,Medium,2.62,72.62,55.2,53.93,42.04,9.05,46.1,Low,Fail
STU1923,17.0,Male,Civil,3,2.56,5.37,6.27,No,Low,0.11,67.42,91.68,83.17,54.1,5.81,43.23,Low,Fail
STU1924,23.0,Male,Electronics,1,8.26,7.84,3.69,Yes,High,5.24,70.91,65.96,57.9,80.68,6.11,56.78,Average,Pass
STU1925,17.0,Male,Electronics,8,6.66,6.15,3.68,No,High,3.92,96.58,78.4,55.81,83.22,,60.6,Average,Pass
STU1926,19.0,Male,Electronics,7,3.62,8.24,4.88,No,High,1.85,70.46,54.55,57.57,51.13,6.27,27.66,Low,Fail
STU1927,21.0,Male,Computer Science,4,7.5,8.33,2.23,Yes,Low,1.6,79.22,69.71,67.27,69.61,6.91,53.88,Average,Pass
STU1928,20.0,Male,Computer Science,1,3.76,6.4,4.26,No,High,4.01,68.96,75.5,76.12,92.52,6.42,40.03,Low,Fail
STU1929,22.0,Female,Computer Science,7,3.04,5.29,3.24,Yes,Medium,2.63,88.11,75.92,77.38,71.23,6.3,56.08,Average,Pass
STU1930,17.0,Female,Electronics,8,3.1,4.0,1.36,Yes,Medium,,71.54,73.86,54.78,86.32,8.47,38.51,Low,Fail
STU1931,23.0,Male,Civil,4,0.57,4.73,4.67,Yes,High,5.68,76.83,77.93,54.14,79.98,8.55,38.85,Low,Fail
STU1932,20.0,Female,Electronics,6,6.18,4.85,3.47,No,Low,2.35,57.8,58.43,55.17,51.35,8.24,35.56,Low,Fail
STU1933,17.0,Female,Computer Science,6,0.42,8.15,3.69,Yes,High,5.24,58.64,74.37,66.44,62.15,7.78,44.3,Low,Fail
STU1934,17.0,Male,Business,2,1.93,6.64,1.58,No,Medium,4.92,78.09,73.37,65.06,65.52,7.3,45.42,Low,Fail
STU1935,24.0,Male,Business,7,0.0,6.97,7.18,No,High,1.5,62.1,74.78,54.7,66.56,6.65,28.17,Low,Fail
STU1936,17.0,Male,Civil,1,4.78,3.84,5.75,No,Medium,4.55,100.0,72.87,71.77,78.74,6.15,71.87,Good,Pass
STU1937,22.0,Male,Business,5,4.62,5.06,5.93,No,High,2.02,53.26,56.72,99.68,71.13,7.6,22.79,Low,Fail
STU1938,21.0,Female,Mechanical,6,4.18,7.56,3.39,No,Low,0.2,68.4,56.19,60.93,25.0,5.91,18.59,Low,Fail
STU1939,22.0,Male,Business,6,2.39,6.84,0.54,Yes,Medium,2.36,78.2,,61.93,45.31,6.11,50.44,Average,Pass
STU1940,18.0,Female,Computer Science,2,2.07,6.32,7.91,No,Medium,,73.62,81.81,75.84,32.19,8.47,27.51,Low,Fail
STU1941,20.0,Female,Electronics,4,6.16,7.18,3.88,No,Medium,2.31,64.75,81.93,60.18,67.63,9.29,57.89,Average,Pass
STU1942,21.0,Male,Computer Science,2,3.62,8.46,2.5,No,Low,2.54,66.5,82.12,77.37,68.61,7.63,61.91,Average,Pass
STU1943,24.0,Female,Computer Science,8,5.79,6.23,4.83,No,Medium,4.72,66.11,75.68,57.94,69.25,8.42,29.93,Low,Fail
STU1944,21.0,Male,Computer Science,1,2.79,6.58,6.33,No,Low,3.16,74.56,46.4,93.65,50.62,6.93,39.87,Low,Fail
STU1945,21.0,Female,Mechanical,7,5.45,6.73,3.95,No,Medium,1.74,100.0,59.68,72.83,75.11,5.73,57.82,Average,Pass
STU1946,23.0,Male,Civil,3,8.26,9.37,6.56,No,Medium,4.05,78.94,74.04,59.32,75.74,7.87,59.49,Average,Pass
STU1947,21.0,Female,Mechanical,3,6.47,3.98,6.17,No,High,3.3,92.19,73.63,59.76,46.17,7.83,27.95,Low,Fail
STU1948,24.0,Female,Computer Science,7,3.97,7.32,1.85,No,Low,0.0,84.08,69.33,60.81,43.01,7.28,28.97,Low,Fail
STU1949,22.0,Male,Civil,4,5.64,6.36,2.65,Yes,Low,3.64,91.37,76.43,87.22,65.0,6.93,62.27,Average,Pass
STU1950,21.0,Female,Mechanical,8,4.4,7.18,5.92,No,Low,3.59,44.4,72.14,50.24,91.88,8.26,47.08,Low,Fail
STU1951,19.0,Female,Electronics,6,5.02,5.71,0.0,Yes,Medium,3.03,74.35,73.45,58.65,90.5,6.12,70.61,Good,Pass
STU1952,20.0,Female,Mechanical,4,4.19,6.44,3.7,No,Low,4.34,93.69,,60.14,73.45,6.35,74.15,Good,Pass
STU1953,21.0,Female,Computer Science,6,4.59,7.35,,No,Medium,1.99,71.14,83.78,67.78,54.05,6.09,53.86,Average,Pass
STU1954,20.0,Female,Electronics,6,5.53,10.0,3.05,No,High,,99.15,66.83,64.2,78.3,7.29,60.58,Average,Pass
STU1955,19.0,Male,Business,3,2.52,7.47,3.4,Yes,Medium,0.65,95.81,56.03,47.12,58.21,6.0,30.1,Low,Fail
STU1956,19.0,Male,Computer Science,4,2.46,5.48,3.28,No,Medium,3.61,72.37,62.75,62.4,53.49,6.45,25.44,Low,Fail
STU1957,20.0,Female,Electronics,8,1.53,5.99,2.9,No,Low,5.93,71.96,67.82,66.61,32.84,6.42,28.05,Low,Fail
STU1958,17.0,Male,Business,2,1.0,5.96,1.81,Yes,Medium,1.51,65.84,83.93,59.21,66.54,6.91,34.91,Low,Fail
STU1959,18.0,Female,Civil,6,1.96,4.35,,No,Low,1.86,70.44,71.49,77.61,55.55,5.56,44.53,Low,Fail
STU1960,23.0,Female,Computer Science,5,5.4,6.1,7.73,No,High,1.93,,69.77,80.87,66.45,7.3,42.04,Low,Fail
STU1961,17.0,Male,Computer Science,5,2.77,7.38,1.68,No,Medium,3.19,83.15,57.02,66.9,30.51,8.57,29.51,Low,Fail
STU1962,17.0,Male,Computer Science,2,6.28,4.97,7.16,Yes,Medium,1.41,60.53,81.43,71.23,67.55,7.35,59.18,Average,Pass
STU1963,22.0,Female,Mechanical,5,5.09,7.76,3.2,No,Medium,3.63,85.24,64.18,37.75,28.53,8.9,15.42,Low,Fail
STU1964,23.0,Male,Electronics,1,0.08,7.09,4.26,No,High,4.27,85.54,70.8,62.1,81.32,8.67,50.0,Average,Pass
STU1965,23.0,Female,Computer Science,6,6.64,5.62,3.87,Yes,Low,3.8,58.07,89.76,82.07,72.83,8.06,55.99,Average,Pass
STU1966,17.0,Male,Business,2,7.03,6.33,2.68,Yes,Medium,0.35,96.6,78.11,62.07,60.82,7.28,49.84,Low,Fail
STU1967,21.0,Female,Mechanical,4,2.52,8.42,5.97,No,Low,4.49,,52.46,57.68,73.44,7.22,51.88,Average,Pass
STU1968,22.0,Male,Computer Science,6,6.05,7.38,4.25,No,Medium,4.41,87.0,50.77,99.89,50.33,8.04,56.56,Average,Pass
STU1969,22.0,Female,Mechanical,2,2.86,6.51,3.05,No,High,4.25,68.9,71.23,93.47,66.09,6.77,40.88,Low,Fail
STU1970,19.0,Male,Mechanical,3,5.24,6.21,1.39,Yes,Medium,3.56,85.47,57.45,74.55,76.92,,54.79,Average,Pass
